CODIGO;DPTO;Municipio;Población menor de 1 año (1);VOP;% VOP;DPT;% DPT;BCG;%BCG;Hepatitis B;% Hepatitis B;Hib;%Hib;Población de 1 año (1);Triple Viral;%Triple Viral
13440;Bolívar;Margarita;229;222.0;96.94323144104804;222.0;96.94323144104804;269.0;117.46724890829694;222.0;96.94323144104804;222.0;96.94323144104804;222;229.0;103.15315315315314
13442;Bolívar;María La Baja;1185;1252.0;105.65400843881856;1252.0;105.65400843881856;1546.0;130.46413502109704;1252.0;105.65400843881856;1252.0;105.65400843881856;1163;1379.0;118.57265692175409
13458;Bolívar;Montecristo;446;1024.0;229.59641255605382;1104.0;247.53363228699553;1158.0;259.64125560538116;1104.0;247.53363228699553;1104.0;247.53363228699553;436;1080.0;247.7064220183486
13468;Bolívar;Mompós;981;74.0;7.543323139653414;76.0;7.747196738022426;123.0;12.538226299694188;76.0;7.747196738022426;76.0;7.747196738022426;972;141.0;14.506172839506174
13473;Bolívar;Morales;471;404.0;85.77494692144374;456.0;96.81528662420382;256.0;54.35244161358811;460.0;97.66454352441613;456.0;96.81528662420382;464;267.0;57.543103448275865
13549;Bolívar;Pinillos;660;659.0;99.84848484848486;660.0;100.0;656.0;99.39393939393939;660.0;100.0;660.0;100.0;644;571.0;88.66459627329193
13580;Bolívar;Regidor;258;209.0;81.0077519379845;206.0;79.84496124031007;108.0;41.86046511627907;206.0;79.84496124031007;206.0;79.84496124031007;256;151.0;58.984375
13600;Bolívar;Río Viejo;576;349.0;60.59027777777778;349.0;60.59027777777778;321.0;55.729166666666664;349.0;60.59027777777778;349.0;60.59027777777778;574;263.0;45.818815331010455
13620;Bolívar;San Cristóbal;127;140.0;110.23622047244095;140.0;110.23622047244095;118.0;92.91338582677166;140.0;110.23622047244095;140.0;110.23622047244095;127;115.0;90.5511811023622
13647;Bolívar;San Estanislao;373;380.0;101.87667560321717;380.0;101.87667560321717;350.0;93.8337801608579;381.0;102.14477211796248;380.0;101.87667560321717;371;321.0;86.52291105121293
13650;Bolívar;San Fernando;330;249.0;75.45454545454545;250.0;75.75757575757575;246.0;74.54545454545455;250.0;75.75757575757575;250.0;75.75757575757575;322;241.0;74.84472049689441
13654;Bolívar;San Jacinto;430;384.0;89.30232558139535;381.0;88.60465116279069;259.0;60.23255813953489;381.0;88.60465116279069;381.0;88.60465116279069;424;307.0;72.40566037735849
13655;Bolívar;San Jacinto del Cauca;299;206.0;68.89632107023411;204.0;68.22742474916387;106.0;35.45150501672241;204.0;68.22742474916387;204.0;68.22742474916387;296;146.0;49.32432432432432
13657;Bolívar;San Juan Nepomuceno;664;884.0;133.13253012048193;977.0;147.13855421686748;922.0;138.85542168674698;977.0;147.13855421686748;977.0;147.13855421686748;658;848.0;128.87537993920972
13667;Bolívar;San Martín de Loba;403;586.0;145.409429280397;608.0;150.8684863523573;639.0;158.56079404466502;608.0;150.8684863523573;608.0;150.8684863523573;389;642.0;165.03856041131107
